,Result,Category
1579,Black Win,8
1580,Black Win,1
1581,Black Win,10
1582,White Win,13
1583,Black Win,11
1584,Black Win,12
1585,White Win,10
1586,White Win,8
1587,White Win,9
1588,Black Win,9
1589,White Win,10
1590,Black Win,7
1591,Black Win,8
1592,Black Win,9
1593,White Win,8
1594,Black Win,10
1595,White Win,11
1596,White Win,11
1597,White Win,12
1598,Black Win,11
1599,White Win,11
1600,White Win,6
1601,Black Win,6
1602,Black Win,9
1603,White Win,9
1604,Black Win,18
1605,Black Win,12
1606,Black Win,10
1607,White Win,9
1608,White Win,7
1609,White Win,12
1610,White Win,3
1611,White Win,11
1612,White Win,7
1613,Black Win,9
1614,Black Win,0
1615,White Win,10
1616,White Win,9
1617,Black Win,10
1618,Black Win,9
1619,White Win,7
1620,Black Win,9
1621,Black Win,8
1622,Black Win,6
1623,White Win,10
1624,Black Win,10
1625,White Win,6
1626,Black Win,7
1627,White Win,10
1628,Black Win,7
1629,Draw,7
1630,White Win,7
1631,Black Win,6
1632,White Win,12
1633,Black Win,8
1634,White Win,11
1635,Draw,10
1636,White Win,10
1637,White Win,19
1638,White Win,13
1639,Black Win,8
1640,White Win,11
1641,White Win,20
1642,Draw,12
1643,Draw,6
1644,White Win,10
1645,Black Win,8
1646,Black Win,15
1647,White Win,9
1648,White Win,20
1649,Black Win,10
1650,Black Win,8
1651,White Win,16
1652,White Win,13
1653,Black Win,9
1654,Black Win,5
1655,Black Win,0
1656,White Win,8
1657,White Win,13
1658,Black Win,12
1659,Black Win,6
1660,Black Win,12
1661,Draw,6
1662,White Win,9
1663,Black Win,7
1664,White Win,18
1665,Black Win,9
1666,White Win,11
1667,Black Win,9
1668,White Win,9
1669,Black Win,11
1670,White Win,11
1671,Black Win,9
1672,White Win,12
1673,Black Win,8
1674,Black Win,10
1675,White Win,9
1676,Black Win,4
1677,White Win,19
1678,White Win,12
1679,Black Win,6
1680,White Win,9
1681,Black Win,7
1682,White Win,9
1683,Black Win,8
1684,White Win,6
1685,White Win,12
1686,Black Win,10
1687,Black Win,13
1688,White Win,16
1689,White Win,11
1690,White Win,18
1691,Black Win,0
1692,White Win,18
1693,White Win,9
1694,Black Win,9
1695,Black Win,0
1696,White Win,8
1697,White Win,9
1698,Black Win,10
1699,White Win,7
1700,Black Win,11
1701,Black Win,11
1702,White Win,10
1703,White Win,6
1704,White Win,7
1705,Black Win,8
1706,White Win,11
1707,Black Win,10
1708,Black Win,3
1709,White Win,7
1710,Black Win,7
1711,White Win,19
1712,Black Win,10
1713,White Win,6
1714,White Win,13
1715,Black Win,10
1716,Black Win,10
1717,White Win,10
1718,Black Win,13
1719,White Win,9
1720,White Win,13
1721,White Win,10
1722,Black Win,12
1723,Black Win,10
1724,White Win,10
1725,Black Win,3
1726,Draw,6
1727,White Win,11
1728,Black Win,0
1729,Black Win,9
1730,White Win,7
1731,White Win,13
1732,Black Win,9
1733,White Win,10
1734,White Win,19
1735,Black Win,7
1736,White Win,7
1737,Black Win,7
1738,White Win,17
1739,White Win,15
1740,Black Win,9
1741,White Win,10
1742,Black Win,0
1743,Black Win,1
1744,White Win,11
1745,Black Win,6
1746,White Win,10
1747,White Win,9
1748,Black Win,15
1749,Black Win,8
1750,Black Win,6
1751,Black Win,8
1752,White Win,12
1753,Black Win,9
1754,Black Win,11
1755,Black Win,10
1756,Black Win,9
1757,White Win,19
1758,Black Win,8
1759,Black Win,12
1760,Black Win,10
1761,Black Win,9
1762,White Win,10
1763,White Win,8
1764,Black Win,9
1765,Black Win,11
1766,Black Win,9
1767,Black Win,5
1768,White Win,8
1769,Black Win,9
1770,White Win,9
1771,White Win,16
1772,Black Win,8
1773,White Win,10
1774,Black Win,0
1775,White Win,9
1776,Black Win,13
1777,Black Win,6
1778,Black Win,3
1779,Black Win,0
1780,White Win,11
1781,White Win,9
1782,Black Win,8
1783,Black Win,11
1784,White Win,7
1785,Black Win,7
1786,Black Win,11
1787,White Win,19
1788,White Win,10
1789,White Win,10
1790,Black Win,8
1791,White Win,11
1792,White Win,9
1793,White Win,19
1794,Black Win,0
1795,White Win,14
1796,White Win,12
1797,White Win,8
1798,White Win,17
1799,Black Win,11
1800,Black Win,10
1801,Black Win,10
1802,Black Win,3
1803,White Win,10
1804,White Win,9
1805,White Win,14
1806,White Win,4
1807,Black Win,11
1808,White Win,9
1809,White Win,10
1810,White Win,14
1811,White Win,14
1812,White Win,6
1813,Black Win,11
1814,Black Win,13
1815,Black Win,19
1816,Black Win,6
1817,Black Win,3
1818,Black Win,8
1819,White Win,9
1820,White Win,11
1821,White Win,10
1822,Black Win,12
1823,Black Win,11
1824,White Win,9
1825,White Win,9
1826,White Win,10
1827,Black Win,8
1828,Black Win,9
1829,White Win,10
1830,White Win,11
1831,White Win,12
1832,Black Win,11
1833,Black Win,6
1834,Black Win,0
1835,Black Win,10
1836,White Win,10
1837,White Win,9
1838,White Win,9
1839,Black Win,11
1840,White Win,10
1841,Black Win,13
1842,Draw,5
1843,Black Win,8
1844,White Win,9
1845,Black Win,8
1846,Black Win,5
1847,Black Win,4
1848,White Win,7
1849,White Win,9
1850,White Win,8
1851,White Win,14
1852,White Win,19
1853,Black Win,6
1854,Draw,10
1855,White Win,9
1856,Black Win,11
1857,Black Win,10
1858,Black Win,6
1859,Black Win,14
1860,Black Win,6
1861,White Win,9
1862,White Win,9
1863,Black Win,13
1864,White Win,10
1865,Black Win,0
1866,Black Win,0
1867,Black Win,8
1868,White Win,4
1869,White Win,10
1870,Black Win,6
1871,Black Win,5
1872,Black Win,7
1873,Black Win,9
1874,White Win,11
1875,Black Win,9
1876,White Win,8
1877,White Win,16
1878,Black Win,7
1879,Black Win,11
1880,Black Win,3
1881,Black Win,10
1882,White Win,8
1883,White Win,19
1884,Black Win,10
1885,Black Win,10
1886,White Win,9
1887,Black Win,12
1888,Black Win,4
1889,Black Win,10
1890,White Win,10
1891,White Win,8
1892,White Win,11
1893,Black Win,13
1894,White Win,5
1895,Black Win,10
1896,White Win,11
1897,White Win,12
1898,White Win,7
1899,White Win,20
1900,White Win,11
1901,Black Win,6
1902,White Win,17
1903,White Win,12
1904,Black Win,10
1905,White Win,19
1906,White Win,11
1907,White Win,10
1908,Black Win,12
1909,White Win,13
1910,White Win,9
1911,White Win,6
1912,Black Win,6
1913,Black Win,6
1914,White Win,10
1915,White Win,10
1916,Black Win,8
1917,Black Win,8
1918,White Win,10
1919,Black Win,8
1920,White Win,10
1921,White Win,11
1922,White Win,9
1923,White Win,13
1924,White Win,9
1925,Draw,12
1926,White Win,12
1927,White Win,10
1928,Black Win,10
1929,Black Win,4
1930,Black Win,11
1931,White Win,9
1932,White Win,9
1933,Black Win,7
1934,White Win,9
1935,Black Win,9
1936,White Win,15
1937,Black Win,11
1938,Black Win,6
1939,Black Win,10
1940,White Win,9
1941,Black Win,11
1942,White Win,10
1943,White Win,12
1944,White Win,7
1945,Black Win,9
1946,White Win,5
1947,Black Win,10
1948,Black Win,10
1949,White Win,8
1950,Black Win,12
1951,White Win,13
1952,White Win,9
1953,Black Win,10
1954,White Win,10
1955,White Win,10
1956,Draw,9
1957,Black Win,7
1958,White Win,13
1959,Black Win,9
1960,Black Win,12
1961,Black Win,11
1962,White Win,12
1963,Black Win,7
1964,Black Win,7
1965,White Win,12
1966,Draw,10
1967,Black Win,9
1968,White Win,12
1969,Black Win,0
1970,Black Win,10
1971,White Win,13
1972,Black Win,7
1973,Black Win,9
1974,Black Win,12
1975,Black Win,13
1976,White Win,10
1977,Black Win,9
1978,White Win,10
1979,Black Win,7
1980,White Win,9
1981,Black Win,10
1982,White Win,14
1983,White Win,13
1984,Black Win,5
1985,White Win,9
1986,Black Win,5
1987,Black Win,10
1988,Black Win,9
1989,White Win,6
1990,Draw,10
1991,Black Win,9
1992,White Win,11
1993,Black Win,10
1994,White Win,11
1995,Black Win,7
1996,White Win,8
1997,Black Win,11
1998,Black Win,11
1999,White Win,9
2000,Black Win,9
2001,White Win,7
2002,Black Win,10
2003,White Win,8
2004,White Win,8
2005,Black Win,11
2006,Black Win,13
2007,Black Win,5
2008,White Win,8
2009,Black Win,6
2010,White Win,8
2011,Draw,6
2012,Black Win,9
2013,White Win,9
2014,White Win,20
2015,Black Win,13
2016,Black Win,4
2017,Black Win,6
2018,White Win,6
2019,White Win,16
2020,Black Win,10
2021,White Win,14
2022,Black Win,9
2023,Black Win,11
2024,White Win,20
2025,Black Win,11
2026,Black Win,6
2027,White Win,9
2028,White Win,15
2029,Black Win,13
2030,Black Win,2
2031,Draw,11
2032,Black Win,10
2033,Black Win,8
2034,White Win,10
2035,White Win,10
2036,White Win,8
2037,White Win,9
2038,Black Win,12
2039,White Win,11
2040,Black Win,7
2041,White Win,12
2042,White Win,7
2043,White Win,12
2044,White Win,13
2045,White Win,12
2046,Black Win,8
2047,Black Win,10
2048,Black Win,13
2049,Black Win,10
2050,Black Win,7
2051,White Win,11
2052,White Win,9
2053,White Win,9
2054,Black Win,11
2055,Black Win,7
2056,White Win,7
2057,Black Win,10
2058,White Win,12
2059,White Win,11
2060,White Win,8
2061,White Win,10
2062,Black Win,4
2063,White Win,6
2064,Black Win,10
2065,White Win,9
2066,Black Win,9
2067,White Win,14
2068,White Win,9
2069,Black Win,11
2070,Black Win,10
2071,White Win,12
2072,Black Win,10
2073,White Win,10
2074,Black Win,11
2075,White Win,10
2076,Black Win,9
2077,Black Win,11
2078,Black Win,7
2079,Draw,11
2080,White Win,8
2081,White Win,11
2082,Black Win,8
2083,White Win,20
2084,Black Win,8
2085,White Win,12
2086,Black Win,9
2087,White Win,11
2088,Black Win,12
2089,White Win,10
2090,Black Win,1
2091,Black Win,9
2092,White Win,9
2093,Black Win,0
2094,Black Win,7
2095,White Win,10
2096,White Win,13
2097,White Win,11
2098,Draw,6
2099,Black Win,10
2100,Black Win,10
2101,Black Win,9
2102,White Win,8
2103,White Win,9
2104,Black Win,8
2105,White Win,9
2106,Black Win,7
2107,White Win,7
2108,White Win,7
2109,Black Win,0
2110,Black Win,11
2111,Black Win,0
2112,White Win,11
2113,Black Win,8
2114,White Win,20
2115,White Win,10
2116,Black Win,13
2117,White Win,9
2118,White Win,11
2119,White Win,10
2120,Black Win,6
2121,Black Win,12
2122,White Win,8
2123,Black Win,8
2124,Black Win,11
2125,Black Win,9
2126,Black Win,9
2127,White Win,11
2128,Black Win,14
2129,Black Win,0
2130,White Win,11
2131,Black Win,10
2132,Black Win,8
2133,White Win,10
2134,White Win,20
2135,White Win,9
2136,Black Win,14
2137,White Win,11
2138,White Win,9
2139,Black Win,10
2140,Black Win,8
2141,White Win,7
2142,White Win,9
2143,Black Win,0
2144,White Win,10
2145,White Win,11
2146,Black Win,9
2147,Black Win,12
2148,White Win,10
2149,White Win,11
2150,White Win,10
2151,White Win,14
2152,Draw,5
2153,White Win,16
2154,White Win,10
2155,White Win,8
2156,Black Win,2
2157,Black Win,5
2158,Black Win,7
2159,Black Win,11
2160,White Win,13
2161,Black Win,9
2162,White Win,11
2163,Black Win,10
2164,Black Win,9
2165,Black Win,13
2166,Black Win,7
2167,Black Win,10
2168,White Win,11
2169,White Win,10
2170,White Win,16
2171,White Win,12
2172,White Win,7
2173,White Win,6
2174,White Win,10
2175,White Win,13
2176,White Win,10
2177,Black Win,10
2178,Black Win,8
2179,White Win,9
2180,Black Win,10
2181,White Win,14
2182,White Win,12
2183,Black Win,10
2184,White Win,11
2185,Black Win,7
2186,White Win,9
2187,Black Win,8
2188,White Win,12
2189,Black Win,9
2190,Black Win,9
2191,Black Win,7
2192,Black Win,6
2193,White Win,10
2194,White Win,6
2195,Black Win,8
2196,White Win,12
2197,White Win,13
2198,White Win,12
2199,White Win,13
2200,Black Win,11
2201,White Win,8
2202,Draw,6
2203,Black Win,9
2204,Black Win,3
2205,Black Win,7
2206,Black Win,9
2207,Black Win,6
2208,Draw,11
2209,Black Win,7
2210,Black Win,6
2211,White Win,14
2212,Black Win,13
2213,White Win,11
2214,Black Win,1
2215,Black Win,10
2216,White Win,17
2217,Black Win,8
2218,White Win,14
2219,White Win,9
2220,White Win,11
2221,White Win,8
2222,White Win,7
2223,White Win,11
2224,Black Win,1
2225,Black Win,7
2226,White Win,10
2227,White Win,6
2228,Black Win,9
2229,Black Win,5
2230,Black Win,11
2231,White Win,11
2232,Black Win,12
2233,White Win,10
2234,Black Win,7
2235,Black Win,6
2236,Black Win,10
2237,White Win,6
2238,Draw,9
2239,Black Win,11
2240,Black Win,10
2241,Black Win,11
2242,Draw,10
2243,Draw,11
2244,Black Win,10
2245,White Win,14
2246,White Win,16
2247,Black Win,0
2248,White Win,12
2249,Black Win,7
2250,Black Win,7
2251,White Win,9
2252,Draw,8
2253,White Win,7
2254,White Win,8
2255,Black Win,13
2256,White Win,9
2257,Draw,10
2258,Black Win,9
2259,Black Win,7
2260,White Win,6
2261,White Win,15
2262,White Win,13
2263,Black Win,7
2264,Black Win,7
2265,White Win,8
2266,White Win,4
2267,White Win,9
2268,Draw,13
2269,Black Win,9
2270,White Win,8
2271,White Win,11
2272,Black Win,10
2273,Black Win,17
2274,White Win,9
2275,White Win,8
2276,White Win,9
2277,White Win,10
2278,Black Win,6
2279,Black Win,9
2280,White Win,11
2281,Black Win,2
2282,Black Win,7
2283,Black Win,9
2284,Draw,8
2285,Black Win,11
2286,White Win,9
2287,Black Win,7
2288,Black Win,8
2289,Black Win,9
2290,White Win,13
2291,Black Win,13
2292,White Win,11
2293,White Win,3
2294,White Win,9
2295,Black Win,9
2296,Black Win,9
2297,Black Win,1
2298,White Win,11
2299,White Win,13
2300,Black Win,12
2301,Black Win,9
2302,Black Win,7
2303,Draw,8
2304,White Win,12
2305,White Win,10
2306,White Win,11
2307,Black Win,12
2308,Black Win,9
2309,White Win,17
2310,White Win,13
2311,Black Win,11
2312,White Win,12
2313,Black Win,2
2314,White Win,10
2315,Black Win,13
2316,White Win,17
2317,Black Win,15
2318,White Win,16
2319,Black Win,6
2320,White Win,12
2321,Black Win,9
2322,White Win,17
2323,Black Win,7
2324,Black Win,3
2325,White Win,11
2326,White Win,12
2327,Black Win,5
2328,Black Win,2
2329,Black Win,15
2330,White Win,11
2331,White Win,17
2332,Black Win,10
2333,Black Win,10
2334,Black Win,2
2335,White Win,12
2336,Black Win,13
2337,Black Win,13
2338,Black Win,11
2339,Black Win,1
2340,White Win,17
2341,White Win,15
2342,White Win,9
2343,Black Win,2
2344,Black Win,8
2345,White Win,17
2346,Black Win,17
2347,White Win,7
2348,Black Win,8
2349,Black Win,15
2350,Black Win,10
2351,Black Win,11
2352,Black Win,10
2353,White Win,7
2354,Black Win,6
2355,Black Win,8
2356,Black Win,3
2357,Black Win,9
2358,Black Win,7
2359,Black Win,6
2360,Black Win,6
2361,White Win,7
2362,Black Win,10
2363,White Win,10
2364,Black Win,10
2365,White Win,10
2366,White Win,13
2367,Black Win,0
2368,Black Win,7
2369,Draw,13
2370,Black Win,10
2371,White Win,17
2372,White Win,10
2373,White Win,6
2374,Black Win,3
2375,Black Win,11
2376,Black Win,9
2377,White Win,20
2378,White Win,20
2379,White Win,9
2380,White Win,12
2381,Black Win,14
2382,Black Win,2
2383,White Win,4
2384,White Win,9
2385,Black Win,9
2386,Black Win,2
2387,Black Win,1
2388,White Win,12
2389,Black Win,7
2390,Black Win,7
2391,Black Win,9
2392,Black Win,11
2393,Black Win,9
2394,Black Win,7
2395,White Win,12
2396,Black Win,9
2397,White Win,12
2398,Black Win,6
2399,Black Win,6
2400,White Win,12
2401,White Win,8
2402,Black Win,7
2403,White Win,6
2404,Draw,8
2405,White Win,9
2406,Draw,9
2407,White Win,10
2408,White Win,9
2409,White Win,19
2410,Black Win,14
2411,Black Win,12
2412,White Win,9
2413,White Win,10
2414,Black Win,9
2415,White Win,12
2416,White Win,10
2417,Black Win,11
2418,White Win,14
2419,Black Win,8
2420,Black Win,5
2421,Black Win,2
2422,White Win,9
2423,White Win,9
2424,White Win,12
2425,Black Win,9
2426,White Win,10
2427,White Win,12
2428,Black Win,9
2429,White Win,11
2430,Black Win,9
2431,Black Win,11
2432,White Win,8
2433,White Win,10
2434,White Win,10
2435,White Win,9
2436,Black Win,8
2437,Black Win,2
2438,White Win,10
2439,Black Win,8
2440,White Win,12
2441,Black Win,9
2442,Black Win,14
2443,White Win,10
2444,White Win,9
2445,Black Win,6
2446,White Win,7
2447,Draw,9
2448,White Win,10
2449,White Win,16
2450,White Win,13
2451,Black Win,12
2452,White Win,8
2453,White Win,11
2454,Black Win,7
2455,White Win,8
2456,White Win,10
2457,White Win,10
2458,Black Win,8
2459,Black Win,8
2460,Black Win,12
2461,White Win,17
2462,White Win,9
2463,White Win,8
2464,White Win,20
2465,White Win,15
2466,Black Win,10
2467,Black Win,15
2468,White Win,9
2469,Black Win,1
2470,White Win,16
2471,White Win,11
2472,White Win,8
2473,White Win,8
2474,Black Win,7
2475,Black Win,6
2476,Black Win,12
2477,White Win,6
2478,Black Win,11
2479,Black Win,8
2480,Black Win,6
2481,White Win,11
2482,Black Win,14
2483,Black Win,5
2484,White Win,8
2485,White Win,14
2486,White Win,10
2487,Black Win,2
2488,White Win,10
2489,Black Win,9
2490,White Win,7
2491,White Win,15
2492,Black Win,9
2493,White Win,10
2494,Black Win,11
2495,Black Win,7
2496,White Win,6
2497,Black Win,9
2498,Black Win,9
2499,Draw,8
2500,White Win,11
2501,Black Win,6
2502,White Win,5
2503,Black Win,6
2504,White Win,17
2505,White Win,11
2506,White Win,10
2507,Black Win,10
2508,Black Win,12
2509,Black Win,0
2510,White Win,9
2511,White Win,13
2512,White Win,8
2513,Black Win,14
2514,White Win,12
2515,White Win,9
2516,White Win,8
2517,White Win,18
2518,White Win,9
2519,Black Win,10
2520,Black Win,5
2521,Black Win,9
2522,Black Win,8
2523,Draw,5
2524,White Win,9
2525,Black Win,4
2526,Black Win,9
2527,Black Win,7
2528,Black Win,9
2529,Black Win,4
2530,White Win,10
2531,Black Win,8
2532,White Win,7
2533,Black Win,9
2534,Black Win,7
2535,Black Win,9
2536,Draw,9
2537,Black Win,10
2538,Black Win,10
2539,Draw,14
2540,Black Win,12
2541,Black Win,5
2542,Draw,9
2543,White Win,6
2544,White Win,13
2545,White Win,20
2546,White Win,17
2547,Black Win,9
2548,Black Win,10
2549,Black Win,2
2550,White Win,8
2551,White Win,12
2552,White Win,17
2553,White Win,15
2554,Black Win,5
2555,White Win,11
2556,Black Win,8
2557,Black Win,2
2558,Draw,10
2559,White Win,10
2560,Draw,8
2561,White Win,14
2562,Black Win,5
2563,Black Win,6
2564,White Win,17
2565,White Win,14
2566,Black Win,2
2567,White Win,11
2568,White Win,8
2569,White Win,11
2570,Black Win,9
2571,Black Win,7
2572,White Win,12
2573,Black Win,9
2574,Black Win,3
2575,White Win,11
2576,White Win,17
2577,White Win,9
2578,Black Win,3
2579,Black Win,9
2580,White Win,8
2581,White Win,19
2582,Draw,4
2583,Black Win,8
2584,Black Win,10
2585,White Win,16
2586,White Win,10
2587,White Win,18
2588,White Win,15
2589,Black Win,9
2590,Black Win,5
2591,Black Win,8
2592,Black Win,10
2593,White Win,10
2594,White Win,7
2595,White Win,12
2596,Black Win,0
2597,Black Win,3
2598,White Win,5
2599,Draw,9
2600,White Win,10
2601,White Win,12
2602,Draw,15
2603,White Win,9
2604,Black Win,12
2605,Black Win,9
2606,White Win,6
2607,White Win,18
2608,Black Win,8
2609,White Win,9
2610,Draw,14
2611,White Win,12
2612,White Win,10
2613,Black Win,12
2614,White Win,14
2615,White Win,8
2616,White Win,9
2617,White Win,15
2618,Black Win,10
2619,Black Win,3
2620,Black Win,7
2621,White Win,12
2622,Black Win,3
2623,White Win,10
2624,White Win,15
2625,Black Win,9
2626,White Win,8
2627,Black Win,9
2628,Black Win,9
2629,White Win,9
2630,White Win,11
2631,White Win,12
2632,White Win,12
2633,White Win,14
2634,White Win,16
2635,White Win,15
2636,White Win,13
2637,White Win,13
2638,Black Win,8
2639,White Win,9
2640,Black Win,5
2641,White Win,17
2642,White Win,6
2643,White Win,12
2644,Black Win,10
2645,White Win,4
2646,White Win,20
2647,Draw,7
2648,White Win,11
2649,White Win,9
2650,Black Win,10
2651,White Win,7
2652,White Win,5
2653,Black Win,8
2654,White Win,11
2655,White Win,7
2656,White Win,20
2657,White Win,10
2658,White Win,12
2659,White Win,20
2660,Black Win,9
2661,White Win,9
2662,White Win,12
2663,White Win,5
